fighter_slug,fighter_name,order,result,opponent,promotion,event,event_date,method,round,time
/fighter/Alex-Lohore-140477,Alex Lohore,32,win,Tommy Gunn,UCMMA,Ultimate Challenge MMA 45,2015-11-07,Submission (Guillotine Choke),1,4:19
/fighter/Alex-Lohore-140477,Alex Lohore,33,loss,Carl Booth,ROC,Rise of Champions 1,2015-10-17,TKO (Punches),1,0:38
/fighter/Alex-Lohore-140477,Alex Lohore,34,win,Darrel Feild,UCMMA,Ultimate Challenge MMA 44,2015-09-05,TKO (Punches),1,0:11
/fighter/Alex-Lohore-140477,Alex Lohore,35,win,Brendan Morgan,FMMA,Fury MMA 14,2015-03-08,TKO (Punches),1,1:22
/fighter/Alex-Lohore-140477,Alex Lohore,36,win,Aaron Brett,UCMMA,Ultimate Challenge MMA 42,2015-02-07,TKO (Punches),3,1:05
/fighter/Alex-Lohore-140477,Alex Lohore,37,win,Andrew Thalic,Fury,Selvarajah vs. Bogdan,2014-12-08,Submission (Rear-Naked Choke),1,1:53
/fighter/Alex-Lohore-140477,Alex Lohore,0,loss,Martyn Harris,UCMMA,Ultimate Challenge MMA 40,2014-09-06,Decision (Unanimous),3,3:00
/fighter/Alex-Lohore-140477,Alex Lohore,1,win,Barry Ryan,Killacam Fight Night,KFN 7: Invictus,2014-03-22,Decision (Split),3,3:00
/fighter/Alex-Lohore-140477,Alex Lohore,2,win,Jay Tovee,Fury,Beaumont vs. Montagnani,2013-06-15,Submission (Rear-Naked Choke),1,0:00
/fighter/Alex-Riggs-161711,Alex Riggs,0,loss,Kestin McClain,AFS,Aries Fight Series 34,2026-03-27,Submission (Rear-Naked Choke),3,4:42
/fighter/Alex-Riggs-161711,Alex Riggs,1,loss,Robbie Ring,AFS,Aries Fight Series 32,2025-07-25,Submission (Rear-Naked Choke),2,2:42
/fighter/Alex-Riggs-161711,Alex Riggs,2,win,Elshell Bertus,AFS,Aries Fight Series 30,2025-03-01,TKO Caleb Miller,1,0:58
/fighter/Alex-Riggs-161711,Alex Riggs,3,win,Arthur Walcott Ceesay,AFS,Aries Fight Series 28,2024-07-26,Submission,3,3:56
/fighter/Alex-Riggs-161711,Alex Riggs,4,win,Wallace Toby Pee,AFS,Aries Fight Series 26,2024-05-10,Submission Luke Wilson,2,1:39
/fighter/Alex-Riggs-161711,Alex Riggs,5,win,Carter Beekman,AFS,Aries Fight Series 20,2023-08-11,Submission (Armbar),1,0:45
/fighter/Alex-Riggs-161711,Alex Riggs,6,loss,Brandt Cooper,AFS,Aries Fight Series 13,2022-11-11,TKO,1,3:06
/fighter/Alex-Riggs-161711,Alex Riggs,7,win,Corey Dulaney,AFS,Aries Fight Series 5,2022-03-04,Submission (Triangle Choke),1,1:25
/fighter/Alex-Riggs-161711,Alex Riggs,8,loss,Daniel Boehle,VFC,Valor Fighting Challenge 87,2021-09-03,Decision (Unanimous),3,5:00
/fighter/Alex-Riggs-161711,Alex Riggs,9,win,Robert McCann,VFC,Valor Fighting Challenge 80,2021-04-02,Submission,1,3:33
/fighter/Alex-Riggs-161711,Alex Riggs,10,loss,Brandon Gaitor,V3 Fights,Adams vs. Anderson,2018-03-24,Decision (Unanimous),3,5:00
/fighter/Alex-Riggs-161711,Alex Riggs,11,loss,Keith Olson,VF,Valor Fights 47,2018-01-06,Submission Jimmy Neely,1,4:51
/fighter/Alex-Riggs-161711,Alex Riggs,12,win,David Lewis,Valor Fights,Nashville,2017-11-04,TKO (Punches),1,1:52
/fighter/Alex-Riggs-161711,Alex Riggs,0,win,John Carnes,WDFC,Warrior's Den Fighting Championships,2017-04-29,Decision (Unanimous),3,3:00
/fighter/Alex-Riggs-161711,Alex Riggs,1,loss,Kyle Hughes,V3 Fights,Rainey vs. Perkins,2014-03-08,Decision (Unanimous),3,3:00
/fighter/Alexander-Barbaryan-130729,Alexander Barbaryan,0,win,Roman Volkovich,GITC,Gladiators in the Cage 6,2017-04-22,Submission (Guillotine Choke),1,0:24
/fighter/Alexander-Barbaryan-130729,Alexander Barbaryan,1,win,Mitry Medvedev,LF,Legion Fight 18,2013-12-26,TKO (Punches),1,4:52
/fighter/Alexander-Barbaryan-130729,Alexander Barbaryan,2,win,Vladislav Yakovenko,OC,Oplot Challenge 63,2013-06-07,Submission (Rear-Naked Choke),1,1:57
/fighter/Alexander-Barbaryan-130729,Alexander Barbaryan,3,win,Jaroslav Cot,OC,Oplot Challenge 63,2013-06-07,Submission (Armbar),1,1:44
/fighter/Alexander-Barbaryan-130729,Alexander Barbaryan,4,win,Jury Stadnik,OC,Oplot Challenge 61,2013-05-25,TKO (Punches),2,3:21
/fighter/Alexander-Barbaryan-130729,Alexander Barbaryan,5,win,Vladimir Nepochatov,OC,Oplot Challenge 46,2013-03-29,Submission (Kimura),1,1:45
/fighter/Alexander-Barbaryan-130729,Alexander Barbaryan,6,win,Serdar Altiyev,OC,Oplot Challenge 27,2013-01-18,Submission (Achilles Lock),1,0:30
/fighter/Alexander-Barbaryan-130729,Alexander Barbaryan,7,loss,Dovletdzhan Yagshimuradov,OC,Oplot Challenge 24,2013-01-05,Submission (Achilles Lock),1,2:15
/fighter/Alexander-Barbaryan-130729,Alexander Barbaryan,8,win,Eziz Annayev,OC,Oplot Challenge 20,2012-12-21,Submission (Kneebar),1,3:14
/fighter/Alexander-Barbaryan-130729,Alexander Barbaryan,9,win,Serdar Altiyev,OP,Oplot Challenge 13,2012-11-17,Submission (Armbar),1,2:10
/fighter/Alexander-Keshtov-89955,Alexander Keshtov,0,win,Bair Shtepin,Brave CF,Brave Combat Federation 50,2021-04-01,Decision (Unanimous),3,5:00
/fighter/Alexander-Keshtov-89955,Alexander Keshtov,1,loss,Herbeth Sousa,CFFC,Cage Fury Fighting Championships 81,2020-02-01,Decision (Unanimous),4,5:00
/fighter/Alexander-Keshtov-89955,Alexander Keshtov,2,win,Andre Bernardo,CFFC,Cage Fury Fighting Championships 71,2018-12-14,Decision (Unanimous),3,5:00
/fighter/Alexander-Keshtov-89955,Alexander Keshtov,3,win,James Quigg,ROC,Ring of Combat 60,2017-09-15,KO (Spinning Back Kick),1,2:54
/fighter/Alexander-Keshtov-89955,Alexander Keshtov,4,win,Billy Giovanella,GPG,Gladiator Series 3,2016-12-17,TKO (Knees),1,4:12
/fighter/Alexander-Keshtov-89955,Alexander Keshtov,5,win,Caleb Lally,WSOF-GC,World Series of Fighting Global Championship: China 1,2015-11-21,Decision (Unanimous),3,5:00
/fighter/Alexander-Keshtov-89955,Alexander Keshtov,6,win,Yafei Zhao,Kunlun Fight,Battle in Sochi,2015-08-15,Decision (Unanimous),3,5:00
/fighter/Alexander-Keshtov-89955,Alexander Keshtov,7,win,Evgeny Ogurtsov,UMMAP,Union MMA Pro,2015-02-21,Submission (Armbar),1,
/fighter/Alexander-Keshtov-89955,Alexander Keshtov,8,win,Lupe Hudgens,CCC,Cage Combat Championships 8,2014-05-10,Decision (Unanimous),3,5:00
/fighter/Alexander-Keshtov-89955,Alexander Keshtov,9,win,Azamat Gashimov,FA,Champion's Cup 2009 Stage 4,2009-06-11,KO (Head Kick),2,0:00
/fighter/Alexander-Keshtov-89955,Alexander Keshtov,10,win,Karen Mkrtchian,Union MMA Pro,Team Argats vs. Team Nart,2009-03-04,KO (Punch),1,3:39
/fighter/Alexander-Luster-270017,Alexander Luster,0,loss,Lewis McGrillen-Evans,Professional Fighters League,PFL Europe 4: 2024 Finals,2024-12-14,TKO (Punches and Elbows),2,3:52
/fighter/Alexander-Luster-270017,Alexander Luster,1,win,Julien Lopez,Professional Fighters League,PFL Europe 3: 2024 Playoffs,2024-09-28,Submission (Rear-Naked Choke),1,1:15
/fighter/Alexander-Luster-270017,Alexander Luster,2,win,Alperen Karabulut,Professional Fighters League,PFL Europe 2: 2024 Regular Season,2024-06-08,Submission (Rear-Naked Choke),1,1:59
/fighter/Alexander-Luster-270017,Alexander Luster,3,win,Ben Davis,GMC,German MMA Championship 30,2022-10-15,TKO (Punches),1,3:29
/fighter/Alexander-Luster-270017,Alexander Luster,4,win,Stefano Gennaro,GMC Fight Night,German MMA Championship,2022-06-25,Submission (Inverted Triangle Armbar),1,0:58
/fighter/Alexander-Luster-270017,Alexander Luster,5,loss,Max Holzer,NFC,National Fighting Championship,2021-10-30,Decision (Split),3,5:00
/fighter/Alexander-Luster-270017,Alexander Luster,6,win,Markus Bock,NFT Gym,National Fighting Championship 3,2021-05-23,TKO (Punches),2,4:38
/fighter/Alexander-Luster-270017,Alexander Luster,7,win,Ashab Elichanov,RFC,Respect Fighting Championship 20,2020-09-26,TKO (Punches),1,4:36
/fighter/Alexander-Luster-270017,Alexander Luster,8,win,Uzair Ansari,WLMMA,We Love MMA 47,2019-03-23,Submission (Rear-Naked Choke),1,1:34
/fighter/Alexander-Luster-270017,Alexander Luster,9,win,Ugur Dogan,WLMMA,We Love MMA 40,2018-06-02,Submission (Rear-Naked Choke),1,3:05
/fighter/Alexander-Luster-270017,Alexander Luster,10,win,Mustafa Ahmedi,WLMMA,We Love MMA 34,2017-11-18,TKO (Punches),1,4:58
/fighter/Alexander-Luster-270017,Alexander Luster,0,win,Paul Braun,Shooto Kings,Ichigeki!,2017-06-10,Submission (Armbar),1,2:32
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,0,loss,Jovan Leka,UFC Fight Night,Medic vs. Rodriguez,2026-08-01,TKO (Body Kick and Punches),1,2:22
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,1,win,Tomasz Narkun,Oktagon MMA,Oktagon 86: Materla vs. Jungwirth,2026-04-11,Decision (Unanimous),3,5:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,2,win,Jesus Samuel Chavarria,Oktagon MMA,Oktagon 83: Samsonidse vs. Machaev,2026-01-31,Submission (Rear-Naked Choke),1,3:30
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,3,win,David Hosek,Oktagon MMA,Oktagon 80: Legierski vs. Korkmaz,2025-11-22,TKO (Elbows),2,2:25
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,4,win,Pavol Langer,Oktagon MMA,Oktagon 71: Poppeck vs. Langer,2025-05-17,KO (Punch),1,1:15
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,5,nc,Mateusz Strzelczyk,Oktagon MMA,Oktagon 64: Moeil vs. Todev 2,2024-12-07,No Contest (Illegal Knee),1,2:28
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,6,win,Jeremy Kimball,Oktagon MMA,Oktagon 55: Jungwirth vs. Pukac 2,2024-03-23,TKO (Punches),1,3:30
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,7,loss,Pavol Langer,Oktagon MMA,Oktagon 44: Oberhausen,2023-06-17,Decision (Split),5,5:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,8,win,Martin Zawada,Oktagon MMA,Oktagon 39: Jungwirth vs. Oliveira,2023-02-11,Decision (Unanimous),3,5:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,9,win,Nermin Hajdarpasic,Oktagon MMA,Oktagon 36: Eckerlin vs. Oliveira,2022-10-15,TKO (Punches),1,1:53
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,10,win,Koray Cengiz,USC,Ultimate Sparta Championship 2,2022-07-02,TKO (Punches),1,4:21
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,11,win,Kornel Zapadka,WLMMA,We Love MMA 56,2022-04-09,TKO (Punches),1,1:20
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,12,loss,Taylor Johnson,Professional Fighters League,PFL Challenger Series 1,2022-02-18,Decision (Unanimous),3,5:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,13,win,Felix Polianidis,NFT Gym,National Fighting Championship 3,2021-05-23,TKO (Punches),1,1:55
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,14,win,Csaba Hocz,Oktagon MMA,Oktagon 16: Rysavy vs. Paradeiser,2020-09-26,Decision (Unanimous),3,5:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,15,win,Francisco de Souza,Aggrelin,Cage Fight Salzburg,2019-10-26,TKO (Punches),1,1:44
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,16,loss,Jamahal Hill,Dana White's Contender Series,"Season 3, Episode 5",2019-07-23,TKO (Punches and Elbows),2,4:29
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,17,win,Nills van Noord,Titan,Nazarov vs. Brown,2018-12-21,Decision (Split),3,5:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,18,loss,Dusko Todorovic,FFC,Linz,2017-10-21,Submission (Rear-Naked Choke),2,4:52
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,19,win,Fitim Ukelli,Liechtensteiner Fight Night,Fight Night 2017,2017-04-01,Decision (Unanimous),3,5:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,20,loss,Rob Wilkinson,Euro,The New Era,2016-10-01,Submission (Rear-Naked Choke),1,3:51
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,21,win,Alexander Takacs,Innferno,Innferno Fighting Championship 2,2016-08-14,Decision (Unanimous),3,5:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,22,win,Vincent Heloise,Liechtensteiner Fight Night,Fight Night 2016,2016-04-16,TKO (Punches),1,3:21
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,23,win,Csaba Horvath,Aggrelin,Cage Fight Bavaria,2015-12-13,TKO (Punches),1,1:44
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,24,win,Sami Heyoun,Aggrelin,Backstage Brawl 2,2015-09-06,TKO (Retirement),2,5:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,25,win,Johannes Baier,Aggrelin,Backstage Brawl,2015-04-12,TKO (Punches),1,2:25
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,26,win,Per Ahrens,Aggrelin,Cage Fight Bavaria,2014-09-07,TKO (Punches),2,2:50
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,27,win,Andreas Muehlbayer,Elite Boxing Germany,Elite Fight Night,2013-11-02,Disqualification,1,0:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,0,loss,Marcel Reitz,RFC,International Amateur Championships 2013,2013-06-29,Decision (Unanimous),1,5:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,1,loss,Sascha Richter,Shooto Germany,German Championship 2011,2011-11-19,Decision (Split),2,3:00
/fighter/Alexander-Poppeck-99051,Alexander Poppeck,2,win,Miodrag Vignjevic,F2F,Aces of MMA,2011-04-23,TKO (Eye Injury),2,0:52
/fighter/Alexander-Romanov-242931,Alexander Romanov,0,win,Rodrigo Nascimento,Professional Fighters League,PFL Chicago: Pettis vs. McKee,2026-04-11,Submission (Guillotine Choke),2,3:10
/fighter/Alexander-Romanov-242931,Alexander Romanov,1,win,Jared Vanderaa,SF,Shogun Fights 32,2026-03-28,Submission (Rear-Naked Choke),1,1:32
/fighter/Alexander-Romanov-242931,Alexander Romanov,2,win,Cameron Graham,SF,Shogun Fights 31,2025-11-15,Submission (Rear-Naked Choke),1,4:03
/fighter/Alexander-Romanov-242931,Alexander Romanov,3,loss,Oleg Popov,Professional Fighters League,2025 PFL World Tournament 10: Finals,2025-08-21,Decision (Split),5,5:00
/fighter/Alexander-Romanov-242931,Alexander Romanov,4,nc,Valentin Moldavsky,Professional Fighters League,2025 PFL World Tournament 7: Semifinals,2025-06-27,No Contest (Accidental Knee to Groin),1,4:26
/fighter/Alexander-Romanov-242931,Alexander Romanov,5,win,Tim Johnson,Professional Fighters League,2025 PFL World Tournament 4: First Round,2025-05-01,Submission (Guillotine Choke),1,1:53
/fighter/Alexander-Romanov-242931,Alexander Romanov,6,win,Rodrigo Nascimento,UFC Fight Night,Moreno vs. Albazi,2024-11-02,Decision (Unanimous),3,5:00
/fighter/Alexander-Romanov-242931,Alexander Romanov,7,loss,Jailton Almeida,UFC,Makhachev vs. Poirier,2024-06-01,Submission (Rear-Naked Choke),1,2:27
/fighter/Alexander-Romanov-242931,Alexander Romanov,8,win,Blagoy Ivanov,UFC on ESPN,Strickland vs. Magomedov,2023-07-01,Decision (Unanimous),3,5:00
/fighter/Alexander-Romanov-242931,Alexander Romanov,9,loss,Alexander Volkov,UFC Fight Night,Yan vs. Dvalishvili,2023-03-11,TKO (Punches),1,2:16
/fighter/Alexander-Romanov-242931,Alexander Romanov,10,loss,Marcin Tybura,UFC,Usman vs. Edwards 2,2022-08-20,Decision (Majority),3,5:00
/fighter/Alexander-Romanov-242931,Alexander Romanov,11,win,Chase Sherman,UFC on ESPN,Font vs. Vera,2022-04-30,Submission (Keylock),1,2:11
/fighter/Alexander-Romanov-242931,Alexander Romanov,12,win,Jared Vanderaa,UFC Fight Night,Dern vs. Rodriguez,2021-10-09,TKO (Punches),2,4:43
/fighter/Alexander-Romanov-242931,Alexander Romanov,13,win,Juan Espino,UFC on ESPN,Whittaker vs. Gastelum,2021-04-17,Technical Decision (Split),3,1:05
/fighter/Alexander-Romanov-242931,Alexander Romanov,14,win,Marcos Rogerio de Lima,UFC on ESPN,Santos vs. Teixeira,2020-11-07,Technical Submission (Forearm Choke),1,4:48
/fighter/Alexander-Romanov-242931,Alexander Romanov,15,win,Roque Martinez,UFC Fight Night,Waterson vs. Hill,2020-09-12,Submission (Arm-Triangle Choke),2,4:22
/fighter/Alexander-Romanov-242931,Alexander Romanov,16,win,Sergio Aparecido Freitas,Eagles,Eagles Fighting Championship 11,2019-02-16,TKO (Submission to Injury),1,2:28
/fighter/Alexander-Romanov-242931,Alexander Romanov,17,win,Sultan Murtazaliev,Eagles,Eagles Fighting Championship 10,2018-11-03,TKO (Punches),3,2:17
/fighter/Alexander-Romanov-242931,Alexander Romanov,18,win,Virgil Zwicker,League S-70,Plotforma S-70: 2018,2018-08-22,Submission (Neck Crank),1,1:15
/fighter/Alexander-Romanov-242931,Alexander Romanov,19,win,Ion Grigore,Eagles,Eagles Fighting Championship 9,2018-05-26,Submission (Forearm Choke),1,3:54
/fighter/Alexander-Romanov-242931,Alexander Romanov,20,win,Alexander Stolyarov,Eagles,Eagles Fighting Championship 8,2018-02-10,TKO (Punches),1,0:36
/fighter/Alexander-Romanov-242931,Alexander Romanov,21,win,Ravshankhon Khusanov,Eagles,Eagles Fighting Championship 7,2017-11-04,TKO (Punches),1,1:37
/fighter/Alexander-Romanov-242931,Alexander Romanov,22,win,Yuri Gorbenko,Eagles,Eagles Fighting Championship 6,2017-06-24,Submission (Forearm Choke),1,3:43
/fighter/Alexander-Romanov-242931,Alexander Romanov,23,win,Evgeniy Golub,Eagles,Eagles Fighting Championship 5,2017-05-20,TKO (Punches),1,0:48
/fighter/Alexander-Romanov-242931,Alexander Romanov,24,win,Shota Betlemidze,ProFC Ukraine,Brave Hearts,2017-04-08,Submission (Rear-Naked Choke),1,4:56
/fighter/Alexander-Romanov-242931,Alexander Romanov,25,win,Andrey Burdiniuk,Eagles,Eagles Fighting Championship 4,2017-02-18,Submission (Neck Crank),3,0:43
/fighter/Alexander-Romanov-242931,Alexander Romanov,26,win,Yuriy Protsenko,Eagles,Eagles Fighting Championship 3,2016-11-19,Submission (Rear-Naked Choke),1,0:50
/fighter/Alexander-Verevkin-268623,Alexander Verevkin,0,loss,Khabib Nabiev,EFC,Eagle Fighting Championship 40,2021-09-04,Decision,3,5:00
/fighter/Alexander-Verevkin-268623,Alexander Verevkin,1,win,Muradil Abdyrakhmanov,OSE Professional,Kursk Battle,2021-07-03,Submission (Triangle Choke),2,1:08
/fighter/Alexander-Verevkin-268623,Alexander Verevkin,2,win,Anton Gomulkin,BAF,Belgorod Absolute Fighting 4,2019-12-21,TKO,1,0:37
/fighter/Alexander-Verevkin-268623,Alexander Verevkin,3,win,Ilya Komzarakov,ROD FC,Call of Ancestors 2,2019-07-07,Decision (Unanimous),2,5:00
/fighter/Alexander-Verevkin-268623,Alexander Verevkin,4,loss,Ivan Berezin,Valuyki Forpost,MMA Tournament,2018-06-10,Submission (Armbar),1,3:36
/fighter/Alexander-Verevkin-268623,Alexander Verevkin,5,win,Ruslan Zazoev,Voronezh Fight Club,Fight Zone 12,2015-11-21,KO (Punch),1,1:16
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,0,win,Alfie Davis,Professional Fighters League,PFL San Diego: McKee vs. Isbulaev,2026-06-27,Decision (Unanimous),3,5:00
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,1,loss,Usman Nurmagomedov,Bellator Champions Series San Diego,Nurmagomedov vs. Shabliy,2024-09-07,Decision (Unanimous),5,5:00
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,2,win,Patricky Freire,Bellator,Amosov vs. Jackson,2023-11-17,Decision (Unanimous),5,5:00
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,3,win,Tofiq Musayev,Bellator,Nurmagomedov vs. Henderson,2023-03-10,TKO (Body Kick),3,0:29
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,4,win,Brent Primus,Bellator,Mousasi vs. Eblen,2022-06-24,TKO (Punches),2,1:22
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,5,win,Bobby King,Bellator,Pettis vs. Horiguchi,2021-12-03,Decision (Unanimous),3,5:00
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,6,win,Alfie Davis,Bellator,Cyborg vs. Smith 2,2021-05-21,Decision (Unanimous),3,5:00
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,7,win,Alexandre Cidade,ProFC,Professional Fighting Championship 66,2019-12-22,Decision (Unanimous),3,5:00
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,8,win,Adriano Martins,FNG,Fight Nights Global 87,2018-05-19,Decision (Unanimous),3,5:00
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,9,win,Miroslav Strbak,FNG,Fight Nights Global 82,2017-12-16,KO (Punch),2,3:02
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,10,win,Gleristone Santos,ACB,Grozny: Cooper vs. Berkhamov,2017-08-19,KO (Knee and Punches),1,2:41
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,11,loss,Eduard Vartanyan,ACB,Rostov Onslaught,2016-11-26,Decision (Split),3,5:00
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,12,win,Michael Brightmon,ACB,Path to Triumph,2016-07-15,TKO (Punches),1,1:07
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,13,win,Ryan Quinn,WFCA,Grand Prix Akhmat,2016-03-12,KO (Head Kick),3,0:13
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,14,win,Haotian Wu,Kunlun Fight,Battle in Sochi,2015-08-15,TKO (Punches),1,3:05
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,15,win,Gusein Esenbaev,ProFC,New Era,2015-03-29,TKO (Flying Knee and Punches),1,4:07
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,16,win,Haitham El-Sayed,ProFC,Battle of Kursk 2,2014-11-22,Submission (Heel Hook),1,1:29
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,17,win,Luca Puggioni,ProFC,Kraniotakes vs. Kudin,2014-10-19,Submission (Heel Hook),1,1:09
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,18,win,Arsen Ubaidulaev,ProFC,Khachatryan vs. Egorov,2014-04-06,KO (Flying Knee),1,1:48
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,19,loss,Arsen Ubaidulaev,ProFC,Resurrection,2013-07-04,Submission (Rear-Naked Choke),2,2:18
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,20,win,Michael Doyle,ProFC,Russia vs. Europe,2013-04-14,TKO (Punches),1,0:34
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,21,win,Tarkan Ali Erokcu,ProFC,Thunder in Grozny,2012-12-15,TKO (Punches),1,0:17
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,22,win,Arvydas Zilius,ProFC,Octagon,2012-08-24,Submission (Armbar),1,1:53
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,23,win,Abudokar Dukarey,OC,Oplot Challenge 1,2012-03-25,Submission (Triangle Choke),1,1:05
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,24,loss,Mamour Fall,ProFC,Battle in the Caucasus,2011-10-22,Decision (Split),3,5:00
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,25,win,Lukasz Bugara,ProFC,Battle on Don,2011-08-05,Submission (Guillotine Choke),1,0:49
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,26,win,Denis Alexandrov,ProFC,Union Nation Cup Final,2011-07-02,Submission (Rear-Naked Choke),1,3:26
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,27,win,Semen Selyukov,ProFC,Union Nation Cup 14,2011-04-09,TKO (Punches),2,0:36
/fighter/Alexandr-Shabliy-72353,Alexandr Shabliy,28,win,Vahe Zakryan,ProFC,Union Nation Cup 9,2010-10-22,Submission (Guillotine Choke),1,1:23
/fighter/Alexandre-Carmusi-Pereira-150251,Alexandre Carmusi Pereira,0,win,Elias Rodriguez,Saikyo,O Mais Forte,2026-06-13,Decision (Unanimous),3,5:00
/fighter/Alexandre-Carmusi-Pereira-150251,Alexandre Carmusi Pereira,1,loss,Rayan Kadosoe,FMS,Fight Music Show: Fight Night 10,2026-03-15,KO (Punch),3,2:39
/fighter/Alexandre-Carmusi-Pereira-150251,Alexandre Carmusi Pereira,2,loss,Rafael Atilio,Bison Kombat,Gafanhoto vs. Sarafian,2026-02-20,Decision (Unanimous),3,5:00
/fighter/Alexandre-Carmusi-Pereira-150251,Alexandre Carmusi Pereira,3,win,Gustavo Bazan,Cascavel Fight Championship,CFC 2,2025-11-15,Submission (Triangle Choke),1,0:00
/fighter/Alexandre-Carmusi-Pereira-150251,Alexandre Carmusi Pereira,4,loss,Tom Silva,PFI,Paranagua Fight International,2025-03-08,TKO (Elbow and Punches),1,2:08
/fighter/Alexandre-Carmusi-Pereira-150251,Alexandre Carmusi Pereira,5,win,Vinicius Alves Camilo,PFI,Paranagua Fight International,2024-12-08,Submission (Rear-Naked Choke),1,2:45
/fighter/Alexandre-Carmusi-Pereira-150251,Alexandre Carmusi Pereira,6,win,Jorge Olazar,Cascavel Fight Championship,CFC 1,2024-08-17,Decision (Split),3,5:00
